1585310294.57; ark; eur; 1.866361265058339 § bitcoin; eur; 4.649446912448525 § ethereum; eur; 2.2410915032676795 § litecoin; eur; 1.0119990287696612 § monero; eur; 10.739138491802615
1585477386.4; ark; eur; 1.0532148550601153 § bitcoin; eur; 1.145059586165095 § ethereum; eur; 1.2125667252014345 § litecoin; eur; 2.581835481531085 § monero; eur; 5.558279346813952
1585477387.4; ark; eur; 1.0130923843911583 § bitcoin; eur; 1.1694225560835012 § ethereum; eur; 3.29642492309553 § litecoin; eur; 6.318019532999094 § monero; eur; 5.028919409022148
1585477388.41; ark; eur; 1.409510306461926 § bitcoin; eur; 1.2912374056755325 § ethereum; eur; 1.165476755290699 § litecoin; eur; 6.067800937632793 § monero; eur; 5.399471365476411
1585477389.42; ark; eur; 1.43742140163939 § bitcoin; eur; 2.829583597121297 § ethereum; eur; 1.1419317703353313 § litecoin; eur; 2.4825341168568125 § monero; eur; 5.24066338413887
1585477390.42; ark; eur; 2.2031456030820626 § bitcoin; eur; 2.9696619930183905 § ethereum; eur; 1.5390003560747474 § litecoin; eur; 2.333582069845404 § monero; eur; 1.4677081580232614
1585477391.45; ark; eur; 2.390647356535855 § bitcoin; eur; 4.704447627523986 § ethereum; eur; 1.652400382311834 § litecoin; eur; 2.38323275218254 § monero; eur; 1.49677168590491
1585477392.45; ark; eur; 2.975926761289336 § bitcoin; eur; 4.476076383469423 § ethereum; eur; 1.5390003560747474 § litecoin; eur; 2.631486163868221 § monero; eur; 1.49677168590491
1585477393.46; ark; eur; 2.9164082260635493 § bitcoin; eur; 4.79579612514581 § ethereum; eur; 1.6200003748155236 § litecoin; eur; 2.4577087756882445 § monero; eur; 5.505343353034772
1585477394.46; ark; eur; 2.6023862791619523 § bitcoin; eur; 4.43040213465851 § ethereum; eur; 1.717200397304455 § litecoin; eur; 2.532184799193949 § monero; eur; 5.134791396580509
1585477395.47; ark; eur; 2.575278088754015 § bitcoin; eur; 4.567424881091248 § ethereum; eur; 1.6200003748155236 § litecoin; eur; 2.581835481531085 § monero; eur; 1.5113034498457345
1585477396.47; ark; eur; 1.7025781936871804 § bitcoin; eur; 5.038964596228979 § ethereum; eur; 4.463457790392988 § litecoin; eur; 0.9934253764503309 § monero; eur; 1.3659858104374907
1585477397.48; ark; eur; 1.8280313237483412 § bitcoin; eur; 3.3729748817219725 § ethereum; eur; 4.4209486685797215 § litecoin; eur; 1.003666875176623 § monero; eur; 1.3659858104374907
1585477398.49; ark; eur; 1.0326793547162465 § bitcoin; eur; 3.303429007872035 § ethereum; eur; 4.463457790392988 § litecoin; eur; 1.0446328700817913 § monero; eur; 1.49677168590491
1585477399.49; ark; eur; 1.064617891460048 § bitcoin; eur; 3.303429007872035 § ethereum; eur; 4.1658939377001225 § litecoin; eur; 1.034391371355499 § monero; eur; 1.4677081580232614
1585477400.5; ark; eur; 1.2449155757727806 § bitcoin; eur; 3.268656070947066 § ethereum; eur; 4.123384815886856 § litecoin; eur; 1.0753573662606675 § monero; eur; 1.5258352137865587
1585477401.5; ark; eur; 1.1970342074738274 § bitcoin; eur; 3.685931314046692 § ethereum; eur; 3.995857450447056 § litecoin; eur; 1.003666875176623 § monero; eur; 1.453176394082437
1585477402.52; ark; eur; 2.109047441471087 § bitcoin; eur; 1.672274141993729 § ethereum; eur; 6.983693309740213 § litecoin; eur; 1.0446328700817913 § monero; eur; 1.5258352137865587
1585477403.52; ark; eur; 1.9643088915662088 § bitcoin; eur; 1.0663863963888642 § ethereum; eur; 6.6511364854668695 § litecoin; eur; 3.3499896559313957 § monero; eur; 1.5258352137865587
1585477404.53; ark; eur; 2.761071145467241 § bitcoin; eur; 1.0870929283575799 § ethereum; eur; 6.917181944885544 § litecoin; eur; 3.1889324609346943 § monero; eur; 1.5258352137865587
1585477405.53; ark; eur; 2.761071145467241 § bitcoin; eur; 1.0353265984357904 § ethereum; eur; 6.983693309740213 § litecoin; eur; 3.1567210219353536 § monero; eur; 1.3659858104374907
1585477406.54; ark; eur; 2.8502507666771635 § bitcoin; eur; 0.9835602685140009 § ethereum; eur; 6.584625120612201 § litecoin; eur; 0.9934253764503309 § monero; eur; 1.3659858104374907
1585477407.55; ark; eur; 2.936622002031017 § bitcoin; eur; 0.9835602685140009 § ethereum; eur; 6.584625120612201 § litecoin; eur; 3.1567210219353536 § monero; eur; 1.453176394082437
1585477408.55; ark; eur; 2.094517976571754 § bitcoin; eur; 2.320999665571806 § ethereum; eur; 6.746196493835379 § litecoin; eur; 3.0922981439366732 § monero; eur; 1.4822399219640856
1585477409.56; ark; eur; 1.9908289678305777 § bitcoin; eur; 4.033154802841991 § ethereum; eur; 4.048271236766353 § litecoin; eur; 3.4144125339300766 § monero; eur; 1.8648053473670934
1585477410.57; ark; eur; 1.1406517177718607 § bitcoin; eur; 4.0747337183352075 § ethereum; eur; 4.382149276912032 § litecoin; eur; 3.0600867049373326 § monero; eur; 1.7213587821850092
1585477411.57; ark; eur; 1.1286448575847885 § bitcoin; eur; 4.324207211294506 § ethereum; eur; 4.131740746802773 § litecoin; eur; 3.1245095829360134 § monero; eur; 1.8827361680148538
1585477412.57; ark; eur; 0.9987288037202458 § bitcoin; eur; 3.949996971855558 § ethereum; eur; 7.010753219083825 § litecoin; eur; 3.1245095829360134 § monero; eur; 1.3659858104374907
1585477413.59; ark; eur; 1.0412279017508945 § bitcoin; eur; 4.282628295801289 § ethereum; eur; 4.006536481748143 § litecoin; eur; 3.0278752659379924 § monero; eur; 1.5113034498457345
1585477414.6; ark; eur; 1.8219472468036815 § bitcoin; eur; 5.247716475248697 § ethereum; eur; 4.382149276912032 § litecoin; eur; 7.194682222464784 § monero; eur; 1.7034279615372487
1585477415.6; ark; eur; 1.8398094747135214 § bitcoin; eur; 3.800919211387747 § ethereum; eur; 1.5578048931190647 § litecoin; eur; 7.476826623345755 § monero; eur; 1.7930820647760513
1585477416.62; ark; eur; 2.8418396068513316 § bitcoin; eur; 4.040977266843815 § ethereum; eur; 1.667952713844655 § litecoin; eur; 6.912537821583812 § monero; eur; 1.9006669886626144
1585477417.63; ark; eur; 2.760644189512722 § bitcoin; eur; 3.8409288872970917 § ethereum; eur; 1.6522173108838565 § litecoin; eur; 6.842001721363569 § monero; eur; 1.7572204234805302
1585477418.63; ark; eur; 2.9176946118123777 § bitcoin; eur; 4.00096759093447 § ethereum; eur; 1.6050111020014606 § litecoin; eur; 7.265218322685027 § monero; eur; 1.9006669886626144
1585477419.64; ark; eur; 2.9176946118123777 § bitcoin; eur; 4.201015970481194 § ethereum; eur; 1.6364819079230577 § litecoin; eur; 6.771465621143326 § monero; eur; 1.7572204234805302
1585477420.65; ark; eur; 2.279010626189033 § bitcoin; eur; 2.0213102310265803 § ethereum; eur; 1.5578048931190647 § litecoin; eur; 6.63039342070284 § monero; eur; 1.8468745267193327
1585477421.66; ark; eur; 2.3025055810981985 § bitcoin; eur; 1.0392797415043082 § ethereum; eur; 1.228570570969284 § litecoin; eur; 9.267936457390462 § monero; eur; 1.8289437060715723
1585477422.66; ark; eur; 1.4004270394568876 § bitcoin; eur; 1.0695500252374435 § ethereum; eur; 1.2406153804885907 § litecoin; eur; 8.8180366293618 § monero; eur; 1.7572204234805302
1585477423.67; ark; eur; 1.3444099578786122 § bitcoin; eur; 0.9787391740380378 § ethereum; eur; 1.264704999527204 § litecoin; eur; 9.087976526178997 § monero; eur; 1.8468745267193327
1585477424.67; ark; eur; 0.9725251067627632 § bitcoin; eur; 1.0190995523488848 § ethereum; eur; 1.228570570969284 § litecoin; eur; 8.8180366293618 § monero; eur; 1.8110128854238117
1585477425.68; ark; eur; 1.062759395019102 § bitcoin; eur; 0.9787391740380378 § ethereum; eur; 1.264704999527204 § litecoin; eur; 8.728056663756067 § monero; eur; 1.7930820647760513
1585477426.69; ark; eur; 1.4304744989012996 § bitcoin; eur; 1.7647014577044406 § ethereum; eur; 1.2044809519306705 § litecoin; eur; 8.728056663756067 § monero; eur; 1.7751512441282908
1585477427.7; ark; eur; 1.5674348232641901 § bitcoin; eur; 1.6588193702421743 § ethereum; eur; 3.3374967498122095 § litecoin; eur; 9.447896388601928 § monero; eur; 5.880792510240128
1585477428.72; ark; eur; 2.381406290800714 § bitcoin; eur; 3.656121240553142 § ethereum; eur; 3.609945464082594 § litecoin; eur; 7.629975673988802 § monero; eur; 6.240841031275238
1585477429.72; ark; eur; 2.579856815034107 § bitcoin; eur; 3.4367539661199533 § ethereum; eur; 3.4056089283798054 § litecoin; eur; 7.411976369017693 § monero; eur; 5.760776336561758
1585477430.72; ark; eur; 3.147470855359561 § bitcoin; eur; 3.509876390931016 § ethereum; eur; 3.4396650176636037 § litecoin; eur; 8.458116766938868 § monero; eur; 6.360857204953608
1585477431.74; ark; eur; 2.937639465002257 § bitcoin; eur; 3.802366090175268 § ethereum; eur; 3.5077771962311997 § litecoin; eur; 9.267936457390462 § monero; eur; 5.880792510240128
1585477432.75; ark; eur; 2.545422792637766 § bitcoin; eur; 4.993749242502368 § ethereum; eur; 6.399346007497745 § litecoin; eur; 8.908016594967533 § monero; eur; 5.640760162883388
1585477433.76; ark; eur; 2.7272387063976065 § bitcoin; eur; 5.0926353661162755 § ethereum; eur; 6.460878180646762 § litecoin; eur; 7.121310629056215 § monero; eur; 5.880792510240128
1585477434.77; ark; eur; 1.7138468864481124 § bitcoin; eur; 4.4449049849336735 § ethereum; eur; 7.198014337460291 § litecoin; eur; 7.339309934027324 § monero; eur; 5.760776336561758
1585477435.78; ark; eur; 1.6479296985078005 § bitcoin; eur; 4.267108785536326 § ethereum; eur; 7.267226013782024 § litecoin; eur; 7.7026421089791715 § monero; eur; 6.180832944436053
1585477436.79; ark; eur; 1.052846442342488 § bitcoin; eur; 4.356006885235 § ethereum; eur; 6.990379308495091 § litecoin; eur; 7.629975673988802 § monero; eur; 5.640760162883388
1585477437.8; ark; eur; 0.971071961383848 § bitcoin; eur; 4.5782521344816836 § ethereum; eur; 6.091685141752661 § litecoin; eur; 7.339309934027324 § monero; eur; 5.700768249722573
1585477438.8; ark; eur; 1.2954345935977252 § bitcoin; eur; 2.590894161449207 § ethereum; eur; 6.575109250564689 § litecoin; eur; 7.7026421089791715 § monero; eur; 6.180832944436053
1585477439.81; ark; eur; 1.3731606692135887 § bitcoin; eur; 2.6432354576401003 § ethereum; eur; 6.851955955851623 § litecoin; eur; 7.411976369017693 § monero; eur; 6.180832944436053
1585477440.82; ark; eur; 2.105639242559415 § bitcoin; eur; 1.1983581563773769 § ethereum; eur; 4.85330760307721 § litecoin; eur; 3.244267926189238 § monero; eur; 9.697402212655929
1585477441.82; ark; eur; 2.0834746189535265 § bitcoin; eur; 1.1755322867320936 § ethereum; eur; 5.303614494084374 § litecoin; eur; 3.6584297891070134 § monero; eur; 9.595324294627972
1585477442.82; ark; eur; 2.79155184994582 § bitcoin; eur; 1.1527064170868102 § ethereum; eur; 4.903341702078006 § litecoin; eur; 3.5548893233775694 § monero; eur; 6.120824857596868
1585477443.83; ark; eur; 2.8209366062610393 § bitcoin; eur; 1.1298805474415268 § ethereum; eur; 5.303614494084374 § litecoin; eur; 3.244267926189238 § monero; eur; 5.640760162883388
1585477444.83; ark; eur; 2.9655182589259925 § bitcoin; eur; 1.3331761048599544 § ethereum; eur; 4.953375801078802 § litecoin; eur; 3.4513488576481257 § monero; eur; 6.240841031275238
1585477445.85; ark; eur; 2.8256353221842008 § bitcoin; eur; 1.3744083555257263 § ethereum; eur; 4.85330760307721 § litecoin; eur; 3.589402811954051 § monero; eur; 9.595324294627972
1585477446.85; ark; eur; 1.8080693913774155 § bitcoin; eur; 3.071063843017799 § ethereum; eur; 2.292909037313367 § litecoin; eur; 3.244267926189238 § monero; eur; 10.7181813929355
1585477447.85; ark; eur; 1.8850085144147524 § bitcoin; eur; 3.0090221492194598 § ethereum; eur; 2.271277819980222 § litecoin; eur; 1.1128707812953005 § monero; eur; 10.616103474907543
1585477448.86; ark; eur; 1.0748652682741238 § bitcoin; eur; 3.1641263837153084 § ethereum; eur; 2.292909037313367 § litecoin; eur; 1.0598769345669528 § monero; eur; 9.697402212655929
1585477449.86; ark; eur; 1.1084548079076901 § bitcoin; eur; 4.877981976121805 § ethereum; eur; 2.271277819980222 § litecoin; eur; 3.347808391918682 § monero; eur; 9.595324294627972
1585477450.87; ark; eur; 1.1589694741836503 § bitcoin; eur; 4.451750541315045 § ethereum; eur; 2.054965646648772 § litecoin; eur; 3.3132949033422006 § monero; eur; 10.616103474907543
1585477451.87; ark; eur; 1.0914566892797481 § bitcoin; eur; 4.641186734562494 § ethereum; eur; 2.292909037313367 § litecoin; eur; 1.006883087838605 § monero; eur; 9.595324294627972
1585477452.88; ark; eur; 2.0124518967423803 § bitcoin; eur; 5.012429180008053 § ethereum; eur; 1.0318839932167416 § litecoin; eur; 1.1128707812953005 § monero; eur; 10.514025556879586
1585477453.89; ark; eur; 1.993101397735242 § bitcoin; eur; 5.012429180008053 § ethereum; eur; 0.9711849347922273 § litecoin; eur; 0.9962843184929356 § monero; eur; 9.595324294627972
1585477454.89; ark; eur; 2.664371464374587 § bitcoin; eur; 3.0217685845649727 § ethereum; eur; 1.0622335224289987 § litecoin; eur; 1.0492781652212833 § monero; eur; 10.514025556879586
1585477455.91; ark; eur; 2.9728776339337495 § bitcoin; eur; 3.339849488203391 § ethereum; eur; 1.0622335224289987 § litecoin; eur; 1.0704757039126223 § monero; eur; 10.105713884767757
1585477456.92; ark; eur; 3.0224384226513634 § bitcoin; eur; 3.0217685845649727 § ethereum; eur; 0.9914179542670655 § litecoin; eur; 1.1022720119496308 § monero; eur; 10.411947638851629
1585477457.92; ark; eur; 3.0811265473630405 § bitcoin; eur; 3.212617126748024 § ethereum; eur; 2.7380372538050533 § litecoin; eur; 1.1128707812953005 § monero; eur; 9.799480130683886
1585477458.94; ark; eur; 2.183070924500508 § bitcoin; eur; 1.4358574123858152 § ethereum; eur; 2.71196070853072 § litecoin; eur; 2.3138453469068017 § monero; eur; 10.309869720823672
1585477459.94; ark; eur; 2.2492245888793114 § bitcoin; eur; 1.4500738224094372 § ethereum; eur; 5.703125050971382 § litecoin; eur; 2.2680266271660727 § monero; eur; 10.335227532540491
1585477460.95; ark; eur; 1.2615047072836902 § bitcoin; eur; 1.0579285042033053 § ethereum; eur; 5.812800532720831 § litecoin; eur; 2.3825734265178946 § monero; eur; 10.651612048842752
1585477461.95; ark; eur; 1.2615047072836902 § bitcoin; eur; 1.1804254889005303 § ethereum; eur; 5.703125050971382 § litecoin; eur; 2.3825734265178946 § monero; eur; 10.820259310963458
1585477462.96; ark; eur; 0.9939362964311768 § bitcoin; eur; 1.1692893993826008 § ethereum; eur; 2.5294248916103825 § litecoin; eur; 2.153479827814251 § monero; eur; 10.0036359667398
1585477463.96; ark; eur; 1.0554168920867135 § bitcoin; eur; 1.091336772757094 § ethereum; eur; 5.538611828347207 § litecoin; eur; 2.336754706777166 § monero; eur; 10.820259310963458
1585477464.97; ark; eur; 1.5758707620863939 § bitcoin; eur; 2.3875211635228037 § ethereum; eur; 5.3192608648483075 § litecoin; eur; 2.1763891876846153 § monero; eur; 10.651612048842752
1585477465.98; ark; eur; 1.5924588753715139 § bitcoin; eur; 2.412920324836876 § ethereum; eur; 7.345504523977379 § litecoin; eur; 5.8323151195497545 § monero; eur; 10.01884301623823
1585477466.99; ark; eur; 2.4763016861659937 § bitcoin; eur; 4.4770067439806445 § ethereum; eur; 7.41546170992002 § litecoin; eur; 6.31333079951262 § monero; eur; 10.651612048842752
1585477468.0; ark; eur; 2.736965021551888 § bitcoin; eur; 4.257545629079632 § ethereum; eur; 7.345504523977379 § litecoin; eur; 5.772188159554396 § monero; eur; 10.862535059710925
1585477469.01; ark; eur; 2.8169163030229627 § bitcoin; eur; 4.301437852059835 § ethereum; eur; 6.925761408321529 § litecoin; eur; 2.405482786388259 § monero; eur; 11.073458070579099
1585477470.01; ark; eur; 2.8169163030229627 § bitcoin; eur; 4.301437852059835 § ethereum; eur; 7.2755473380347375 § litecoin; eur; 6.373457759507978 § monero; eur; 10.229766027106404
1585477471.02; ark; eur; 2.3222007252301142 § bitcoin; eur; 5.110122407277115 § ethereum; eur; 7.345504523977379 § litecoin; eur; 6.253203839517262 § monero; eur; 10.01884301623823
1585477472.02; ark; eur; 2.5445390925393805 § bitcoin; eur; 4.812445373843496 § ethereum; eur; 5.408208446496294 § litecoin; eur; 6.072822959531187 § monero; eur; 10.967996565145011
1585477473.03; ark; eur; 1.5116253616742836 § bitcoin; eur; 3.8793561238050307 § ethereum; eur; 5.638344976134435 § litecoin; eur; 6.193076879521904 § monero; eur; 10.124304521672318
1585477474.03; ark; eur; 1.4360440935905694 § bitcoin; eur; 3.8793561238050307 § ethereum; eur; 6.04108390300118 § litecoin; eur; 6.193076879521904 § monero; eur; 10.335227532540491
1585477475.04; ark; eur; 1.0318888244379183 § bitcoin; eur; 3.580944114281567 § ethereum; eur; 5.638344976134435 § litecoin; eur; 6.132949919526546 § monero; eur; 11.178919576013184
1585477476.05; ark; eur; 1.0018338101339013 § bitcoin; eur; 3.8047531214241648 § ethereum; eur; 5.523276711315364 § litecoin; eur; 5.772188159554396 § monero; eur; 10.440689037974577
1585477477.05; ark; eur; 1.3956541337744077 § bitcoin; eur; 1.8277196953376766 § ethereum; eur; 2.8410472833858496 § litecoin; eur; 6.072822959531187 § monero; eur; 10.229766027106404
1585477478.06; ark; eur; 1.3251665512605486 § bitcoin; eur; 1.718056513617416 § ethereum; eur; 3.072969510601021 § litecoin; eur; 8.891421860152349 § monero; eur; 6.5707034512578995
1585477479.06; ark; eur; 2.2659274570424546 § bitcoin; eur; 0.9529244586164347 § ethereum; eur; 3.014988953797228 § litecoin; eur; 8.363218581331418 § monero; eur; 6.63775144565849
1585477480.07; ark; eur; 2.383944512096749 § bitcoin; eur; 1.0231399450408036 § ethereum; eur; 3.072969510601021 § litecoin; eur; 8.979455739955839 § monero; eur; 6.63775144565849
1585477481.08; ark; eur; 2.890245567193732 § bitcoin; eur; 1.0131091612658938 § ethereum; eur; 3.072969510601021 § litecoin; eur; 8.363218581331418 § monero; eur; 6.436607462456718
1585477482.09; ark; eur; 2.8008565290331013 § bitcoin; eur; 0.9930475937160741 § ethereum; eur; 3.0439792321991246 § litecoin; eur; 8.627320220741883 § monero; eur; 10.757073554276838
1585477483.09; ark; eur; 2.56334374271266 § bitcoin; eur; 2.135261445509378 § ethereum; eur; 1.099146012392659 § litecoin; eur; 8.539286340938395 § monero; eur; 6.63775144565849
1585477484.09; ark; eur; 2.536361176999895 § bitcoin; eur; 1.9539656624000914 § ethereum; eur; 1.1202834357079023 § litecoin; eur; 8.275184701527929 § monero; eur; 6.9729914176614445
1585477485.1; ark; eur; 1.8281518057144328 § bitcoin; eur; 4.128468868687936 § ethereum; eur; 1.9206135685989403 § litecoin; eur; 8.502125721864058 § monero; eur; 6.436607462456718
1585477486.1; ark; eur; 1.6861594324550595 § bitcoin; eur; 4.049831366427213 § ethereum; eur; 2.0358503827148766 § litecoin; eur; 7.9353173404064545 § monero; eur; 6.369559468056127
1585477487.11; ark; eur; 1.0373342849952998 § bitcoin; eur; 4.128468868687936 § ethereum; eur; 1.8822012972269615 § litecoin; eur; 8.340180470019028 § monero; eur; 6.302511473655536
1585477488.11; ark; eur; 1.0373342849952998 § bitcoin; eur; 3.774600108514684 § ethereum; eur; 1.9206135685989403 § litecoin; eur; 7.9353173404064545 § monero; eur; 6.302511473655536
1585477489.11; ark; eur; 1.1352481681599857 § bitcoin; eur; 4.892739135513802 § ethereum; eur; 1.9398197042849297 § litecoin; eur; 8.502125721864058 § monero; eur; 6.905943423260854
1585477490.12; ark; eur; 1.207710817191474 § bitcoin; eur; 5.242220502336217 § ethereum; eur; 1.901407432912951 § litecoin; eur; 8.01628996632897 § monero; eur; 7.107087406462626
1585477491.13; ark; eur; 1.960223625817106 § bitcoin; eur; 4.0102614687242735 § ethereum; eur; 4.555250238877479 § litecoin; eur; 7.85434471448394 § monero; eur; 6.302511473655536
1585477492.14; ark; eur; 1.960223625817106 § bitcoin; eur; 3.968048190106123 § ethereum; eur; 4.602211581546318 § litecoin; eur; 4.679834108414246 § monero; eur; 2.2154589818683266
1585477493.15; ark; eur; 2.7114418518681846 § bitcoin; eur; 4.390180976287625 § ethereum; eur; 4.508288896208638 § litecoin; eur; 8.583098347786573 § monero; eur; 7.040039412062035
1585477494.16; ark; eur; 3.0287382387889297 § bitcoin; eur; 4.052474747342424 § ethereum; eur; 4.790056952221678 § litecoin; eur; 8.583098347786573 § monero; eur; 7.040039412062035
1585477495.16; ark; eur; 2.9278734033789906 § bitcoin; eur; 2.2340943027008677 § ethereum; eur; 4.414366210870958 § litecoin; eur; 7.611426836716395 § monero; eur; 6.63775144565849
1585477496.17; ark; eur; 2.8704641209597948 § bitcoin; eur; 2.396997012272806 § ethereum; eur; 4.837018294890518 § litecoin; eur; 4.407222412778465 § monero; eur; 2.3040773411430595
1585477497.17; ark; eur; 1.973870337686123 § bitcoin; eur; 1.1147187208895428 § ethereum; eur; 6.421734390748549 § litecoin; eur; 4.316351847566538 § monero; eur; 2.2154589818683266
1585477498.18; ark; eur; 2.0766760844406087 § bitcoin; eur; 1.0095565774093973 § ethereum; eur; 6.968264977195234 § litecoin; eur; 4.816139956232137 § monero; eur; 2.1933043920496433
1585477499.18; ark; eur; 1.178272197318575 § bitcoin; eur; 1.06213764914947 § ethereum; eur; 7.036581300501069 § litecoin; eur; 4.4980929779903915 § monero; eur; 2.1268406225935936
1585477500.19; ark; eur; 1.2496826335197009 § bitcoin; eur; 1.0726538634974845 § ethereum; eur; 6.831632330583562 § litecoin; eur; 4.4980929779903915 § monero; eur; 2.082531442956227
1585477501.19; ark; eur; 1.0260319547407943 § bitcoin; eur; 1.1042025065415282 § ethereum; eur; 7.2415302704185756 § litecoin; eur; 4.316351847566538 § monero; eur; 2.1268406225935936
1585477502.2; ark; eur; 1.0260319547407943 § bitcoin; eur; 1.5360437402904348 § ethereum; eur; 6.109191060754702 § litecoin; eur; 4.816139956232137 § monero; eur; 2.1046860327749104
1585477503.2; ark; eur; 1.7674780080868988 § bitcoin; eur; 3.570310055331857 § ethereum; eur; 6.172828467637563 § litecoin; eur; 1.4940402574829568 § monero; eur; 2.1933043920496433
1585477504.21; ark; eur; 1.7133715384515855 § bitcoin; eur; 3.570310055331857 § ethereum; eur; 6.109191060754702 § litecoin; eur; 1.3812825022012243 § monero; eur; 2.2819227513243763
1585477505.21; ark; eur; 2.8820666947411184 § bitcoin; eur; 3.3662923378843224 § ethereum; eur; 3.9459949636147647 § litecoin; eur; 1.3671877827910077 § monero; eur; 2.082531442956227
1585477506.21; ark; eur; 2.7949311379368558 § bitcoin; eur; 3.6043130082397794 § ethereum; eur; 6.236465874520425 § litecoin; eur; 1.3671877827910077 § monero; eur; 2.259768161505693
1585477507.22; ark; eur; 2.7949311379368558 § bitcoin; eur; 4.9138210592170966 § ethereum; eur; 6.42737809516901 § litecoin; eur; 1.4658508186625236 § monero; eur; 2.348386520780426
1585477508.23; ark; eur; 2.192883813626017 § bitcoin; eur; 4.816517671905866 § ethereum; eur; 3.573731287802051 § litecoin; eur; 1.4094719410216574 § monero; eur; 2.23761357168701
1585477509.24; ark; eur; 2.4494978769226785 § bitcoin; eur; 4.7075196338487775 § ethereum; eur; 3.8715422284522223 § litecoin; eur; 1.4799455380727402 § monero; eur; 2.1046860327749104
1585477510.25; ark; eur; 1.3308996296221816 § bitcoin; eur; 4.430606714210614 § ethereum; eur; 1.3231739202857116 § litecoin; eur; 1.576530560303135 § monero; eur; 1.2417763249159997
1585477511.26; ark; eur; 1.3863537808564392 § bitcoin; eur; 4.384454560937587 § ethereum; eur; 1.2697123477489152 § litecoin; eur; 1.5449999490970723 § monero; eur; 1.1814959207938638
1585477512.26; ark; eur; 1.024116663634999 § bitcoin; eur; 4.66136748057575 § ethereum; eur; 1.363270099688309 § litecoin; eur; 1.4799455380727402 § monero; eur; 2.082531442956227
1585477513.27; ark; eur; 0.9638745069505872 § bitcoin; eur; 2.966646959051033 § ethereum; eur; 1.3098085271515123 § litecoin; eur; 1.3530930633807912 § monero; eur; 2.348386520780426
1585477514.28; ark; eur; 1.6142730113015613 § bitcoin; eur; 2.822634970747585 § ethereum; eur; 1.3231739202857116 § litecoin; eur; 1.3389983439705746 § monero; eur; 2.082531442956227
1585477515.28; ark; eur; 1.506654810548124 § bitcoin; eur; 1.180048938912258 § ethereum; eur; 1.363270099688309 § litecoin; eur; 1.5134693378910096 § monero; eur; 1.2779445673892813
1585477516.29; ark; eur; 2.371275487896155 § bitcoin; eur; 1.2679249237248729 § ethereum; eur; 1.3992153407761418 § litecoin; eur; 1.6553570883182918 § monero; eur; 1.2417763249159997
1585477517.29; ark; eur; 2.521040255552754 § bitcoin; eur; 1.242817499492697 § ethereum; eur; 1.3292545737373347 § litecoin; eur; 1.5922958659061663 § monero; eur; 1.2538324057404269
1585477518.3; ark; eur; 3.0286495142305183 § bitcoin; eur; 1.2838865722047152 § ethereum; eur; 1.4831682612227104 § litecoin; eur; 1.4819387266849469 § monero; eur; 1.1694398399694368
1585477519.31; ark; eur; 3.118609400791821 § bitcoin; eur; 1.1974711298447827 § ethereum; eur; 1.343246727145096 § litecoin; eur; 1.5134693378910096 § monero; eur; 1.1694398399694368
1585477520.32; ark; eur; 2.5314186533933625 § bitcoin; eur; 1.234506319427611 § ethereum; eur; 1.3852231873683805 § litecoin; eur; 1.5607652547001036 § monero; eur; 1.1332715974961551
1585477521.33; ark; eur; 2.7122342714928886 § bitcoin; eur; 1.1974711298447827 § ethereum; eur; 1.3852231873683805 § litecoin; eur; 1.6395917827152604 § monero; eur; 1.265888486564854
1585477522.33; ark; eur; 1.5824738411093804 § bitcoin; eur; 2.950301302180371 § ethereum; eur; 3.814510381792922 § litecoin; eur; 4.891111194303694 § monero; eur; 1.1694398399694368
1585477523.34; ark; eur; 1.6314163310405982 § bitcoin; eur; 4.818627926867346 § ethereum; eur; 3.6989191581022274 § litecoin; eur; 4.891111194303694 § monero; eur; 1.1694398399694368
1585477524.35; ark; eur; 0.9778814677892511 § bitcoin; eur; 4.772736232325752 § ethereum; eur; 3.775979973896024 § litecoin; eur; 4.842200082360657 § monero; eur; 1.2779445673892813
1585477525.35; ark; eur; 0.9575089372103084 § bitcoin; eur; 4.864519621408939 § ethereum; eur; 3.8530407896898202 § litecoin; eur; 4.744377858474583 § monero; eur; 1.2297202440915727
1585477526.35; ark; eur; 1.3473501794131584 § bitcoin; eur; 4.818627926867346 § ethereum; eur; 4.0842232370712095 § litecoin; eur; 5.0867556420758415 § monero; eur; 1.1453276783205824
1585477527.36; ark; eur; 1.3735123188192393 § bitcoin; eur; 4.589169454159377 § ethereum; eur; 6.248720463060789 § litecoin; eur; 5.037844530132804 § monero; eur; 1.1573837591450096
1585477528.37; ark; eur; 2.1890364588885154 § bitcoin; eur; 4.978044379138048 § ethereum; eur; 6.248720463060789 § litecoin; eur; 5.0867556420758415 § monero; eur; 4.465588031501687
1585477529.37; ark; eur; 2.2113735656118676 § bitcoin; eur; 3.3395528584488163 § ethereum; eur; 6.98934712474991 § litecoin; eur; 8.554977804917831 § monero; eur; 4.327477061455244
1585477530.37; ark; eur; 3.062219534434723 § bitcoin; eur; 3.5461231383528666 § ethereum; eur; 6.7857739075241845 § litecoin; eur; 8.056629583272132 § monero; eur; 4.879920941641019
1585477531.39; ark; eur; 3.062219534434723 § bitcoin; eur; 3.5461231383528666 § ethereum; eur; 6.764078851766834 § litecoin; eur; 5.135666754018878 § monero; eur; 4.603699001548131
